Species,circRNA name,circAltas ID,Postion,Strand,Host gene,Disease Name,Expression Pattern,PMID,miRNA
human,hsa_circ_0005397,"<a href=""./circ_detail.php?ID=hsa-RHOT1_000001"">hsa-RHOT1_000001</a>",chr17:30500850|30503232,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOT1"" target=""_blank"">RHOT1</a>",Pancreatic ductal adenocarcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27997903"" target=""_blank"">27997903</a>",N/A
human,hsa_circ_0005402/hsa_circ_0000518/hsa_circ_000167,"<a href=""./circ_detail.php?ID=hsa-ANXA2_000002"">hsa-ANXA2_000002</a>",chr15:60648118|60674640,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA2"" target=""_blank"">ANXA2</a>",Multiple sclerosis,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28651352"" target=""_blank"">28651352</a>",N/A
human,hsa_circ_0005529,"<a href=""./circ_detail.php?ID=hsa-VPS33B_000003"">hsa-VPS33B_000003</a>",chr15:91542907|91543205,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS33B"" target=""_blank"">VPS33B</a>",Gastric cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28737829"" target=""_blank"">28737829</a>",miR-214
human,hsa_circ_0005556,"<a href=""./circ_detail.php?ID=hsa-NBAS_000010"">hsa-NBAS_000010</a>",chr2:15693550|15698758,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=NBAS"" target=""_blank"">NBAS</a>",Gastric cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28544609"" target=""_blank"">28544609</a>",N/A
human,hsa_circ_0005603,"<a href=""./circ_detail.php?ID=hsa-MAP2K4_000039"">hsa-MAP2K4_000039</a>",chr17:11958206|12016677,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K4"" target=""_blank"">MAP2K4</a>",Glioblastoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28236760"" target=""_blank"">28236760</a>",N/A
human,hsa_circ_0005785,"<a href=""./circ_detail.php?ID=hsa-ANAPC7_000001"">hsa-ANAPC7_000001</a>",chr12:110819557|110834257,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC7"" target=""_blank"">ANAPC7</a>",Pancreatic ductal adenocarcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27997903"" target=""_blank"">27997903</a>","miR-1248,miR-766"
human,hsa_circ_0005795/hsa_circRNA_100823,"<a href=""./circ_detail.php?ID=hsa-LPXN_000002"">hsa-LPXN_000002</a>",chr11:58317259|58322413,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LPXN"" target=""_blank"">LPXN</a>",Basal cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27097056"" target=""_blank"">27097056</a>",miR-630
human,hsa_circ_0005836,"<a href=""./circ_detail.php?ID=hsa-TRAPPC6B_000002"">hsa-TRAPPC6B_000002</a>",chr14:39623415|39627606,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC6B"" target=""_blank"">TRAPPC6B</a>",Active pulmonary tuberculosis,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28846924"" target=""_blank"">28846924</a>",N/A
human,hsa_circ_0005870,"<a href=""./circ_detail.php?ID=hsa-SETD2_000072"">hsa-SETD2_000072</a>",chr3:47079156|47088111,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD2"" target=""_blank"">SETD2</a>",Hypertension,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28534714"" target=""_blank"">28534714</a>",N/A
human,hsa_circ_0005912/hsa_circRNA_103643,"<a href=""./circ_detail.php?ID=hsa-FIP1L1_000002"">hsa-FIP1L1_000002</a>",chr4:54265897|54294350,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FIP1L1"" target=""_blank"">FIP1L1</a>",Basal cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27097056"" target=""_blank"">27097056</a>",N/A
human,hsa_circ_0005927,"<a href=""./circ_detail.php?ID=hsa-VDAC3_000002"">hsa-VDAC3_000002</a>",chr8:42259306|42260979,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=VDAC3"" target=""_blank"">VDAC3</a>",Gastric cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28737829"" target=""_blank"">28737829</a>",N/A
human,hsa_circ_0005931,"<a href=""./circ_detail.php?ID=hsa-SLC25A25_000007"">hsa-SLC25A25_000007</a>",chr9:130863375|130869458,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A25"" target=""_blank"">SLC25A25</a>",Hepatoblastoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29414822"" target=""_blank"">29414822</a>",N/A
human,hsa_circ_0005949,"<a href=""./circ_detail.php?ID=hsa-ZNF608_000002"">hsa-ZNF608_000002</a>",chr5:123974826|123980354,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF608"" target=""_blank"">ZNF608</a>",Colorectal cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28656150"" target=""_blank"">28656150</a>",N/A
human,hsa_circ_000595,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr14:93753822|93762503,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Apoptosis of aortic smooth muscle cells,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=26324352"" target=""_blank"">26324352</a>",N/A
human,hsa_circ_0005986,"<a href=""./circ_detail.php?ID=hsa-PRDM2_000002"">hsa-PRDM2_000002</a>",chr1:14057495|14068652,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM2"" target=""_blank"">PRDM2</a>",Hepatocellular carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28410211"" target=""_blank"">28410211</a>",N/A
human,hsa_circ_0006022,"<a href=""./circ_detail.php?ID=hsa-LYN_000002"">hsa-LYN_000002</a>",chr8:56863018|56866543,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LYN"" target=""_blank"">LYN</a>",Gastric cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28639908"" target=""_blank"">28639908</a>",N/A
human,hsa_circ_0006054,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr19:34818325|34821252,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=-"" target=""_blank"">-</a>",Breast cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28484086"" target=""_blank"">28484086</a>","miR-92a-3p,miR-485-5p,miR-520a-5p,miR-641"
human,hsa_circ_0006127,"<a href=""./circ_detail.php?ID=hsa-SRCAP_000001"">hsa-SRCAP_000001</a>",chr16:30740287|30740893,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SRCAP"" target=""_blank"">SRCAP</a>",Gastric cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28974900"" target=""_blank"">28974900</a>",N/A
human,hsa_circ_0006147,"<a href=""./circ_detail.php?ID=hsa-HERC2_000034"">hsa-HERC2_000034</a>",chr15:28482109|28508315,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=HERC2"" target=""_blank"">HERC2</a>",Breast cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28933584"" target=""_blank"">28933584</a>",N/A
human,hsa_circ_0006174,"<a href=""./circ_detail.php?ID=hsa-RAD23B_000011"">hsa-RAD23B_000011</a>",chr9:110064316|110068928,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD23B"" target=""_blank"">RAD23B</a>",Colorectal cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28656150"" target=""_blank"">28656150</a>",N/A
human,hsa_circ_0006220,"<a href=""./circ_detail.php?ID=hsa-TADA2A_000042"">hsa-TADA2A_000042</a>",chr17:35800606|35800763,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TADA2A"" target=""_blank"">TADA2A</a>",Pancreatic ductal adenocarcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29454093"" target=""_blank"">29454093</a>",N/A
human,hsa_circ_0006229,"<a href=""./circ_detail.php?ID=hsa-TNS3_000007"">hsa-TNS3_000007</a>",chr7:47384353|47385954,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TNS3"" target=""_blank"">TNS3</a>",Colorectal cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29344130"" target=""_blank"">29344130</a>",miR-130a-3p
human,hsa_circ_0006282,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr8:74868145|74872053,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEB1"" target=""_blank"">TCEB1</a>",Gastric cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28544609"" target=""_blank"">28544609</a>",N/A
human,hsa_circ_0006323,"<a href=""./circ_detail.php?ID=hsa-DPYD_000002"">hsa-DPYD_000002</a>",chr1:97981282|98015300,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DPYD"" target=""_blank"">DPYD</a>",Coronary artery disease,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28947970"" target=""_blank"">28947970</a>",N/A
human,hsa_circ_0006411,"<a href=""./circ_detail.php?ID=hsa-PIK3R1_000001"">hsa-PIK3R1_000001</a>",chr5:67522118|67522837,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R1"" target=""_blank"">PIK3R1</a>",Glioblastoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28236760"" target=""_blank"">28236760</a>",N/A
human,hsa_circ_0006427,"<a href=""./circ_detail.php?ID=hsa-BCAR3_000001"">hsa-BCAR3_000001</a>",chr1:94032836|94033408,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAR3"" target=""_blank"">BCAR3</a>",Primary great saphenous vein varicosities,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29577902"" target=""_blank"">29577902</a>",N/A
human,hsa_circ_0006470,"<a href=""./circ_detail.php?ID=hsa-MFN2_000001"">hsa-MFN2_000001</a>",chr1:12061458|12062160,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=MFN2"" target=""_blank"">MFN2</a>",Gastric cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28544609"" target=""_blank"">28544609</a>",N/A
human,hsa_circ_0006502/hsa_circRNA_104964,"<a href=""./circ_detail.php?ID=hsa-DPH7_000001"">hsa-DPH7_000001</a>",chr9:140458885|140459606,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DPH7"" target=""_blank"">DPH7</a>",Active pulmonary tuberculosis,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29448254"" target=""_blank"">29448254</a>",N/A
human,hsa_circ_0006528,"<a href=""./circ_detail.php?ID=hsa-PRELID2_000004"">hsa-PRELID2_000004</a>",chr5:145197457|145205763,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRELID2"" target=""_blank"">PRELID2</a>",Breast cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28803498"" target=""_blank"">28803498</a>",N/A
human,hsa_circ_0006633,"<a href=""./circ_detail.php?ID=hsa-FGGY_000002"">hsa-FGGY_000002</a>",chr1:59805630|59844509,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FGGY"" target=""_blank"">FGGY</a>",Gastric cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28656881"" target=""_blank"">28656881</a>",N/A
human,hsa_circ_0006766,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr7:75104453|76279715,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=HIP1"" target=""_blank"">HIP1</a>",Postmenopausal Osteoporosis,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29742503"" target=""_blank"">29742503</a>","miR-195-5p,miR-29a-3p,miR-29c-3p,CDC42,AR"
human,hsa_circ_0006801,"<a href=""./circ_detail.php?ID=hsa-RNF13_000023"">hsa-RNF13_000023</a>",chr3:149613260|149639014,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF13"" target=""_blank"">RNF13</a>",Postmenopausal Osteoporosis,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29742503"" target=""_blank"">29742503</a>",N/A
human,hsa_circ_0006903,"<a href=""./circ_detail.php?ID=hsa-ANKLE2_000001"">hsa-ANKLE2_000001</a>",chr12:133310971|133312098,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKLE2"" target=""_blank"">ANKLE2</a>",Breast cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28803498"" target=""_blank"">28803498</a>",N/A
human,hsa_circ_0006913,"<a href=""./circ_detail.php?ID=hsa-ARID1A_000002"">hsa-ARID1A_000002</a>",chr1:27087347|27089776,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID1A"" target=""_blank"">ARID1A</a>",Pancreatic ductal adenocarcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27997903"" target=""_blank"">27997903</a>",N/A
human,hsa_circ_0007006,"<a href=""./circ_detail.php?ID=hsa-DYM_000009"">hsa-DYM_000009</a>",chr18:46783380|46808545,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DYM"" target=""_blank"">DYM</a>",Colorectal cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28656150"" target=""_blank"">28656150</a>","miR-615-5p,MEF2A"
human,hsa_circ_0007031/hsa_circ_0000504,"<a href=""./circ_detail.php?ID=hsa-TUBGCP3_000003"">hsa-TUBGCP3_000003</a>",chr13:113158346|113181798,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBGCP3"" target=""_blank"">TUBGCP3</a>",Colorectal cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28656150"" target=""_blank"">28656150</a>","miR-556-5p,hsa-miR-521,hsa-miR-1204,hsa-miR-146b-3p,hsa-miR-512-5p,hsa-miR-663b,hsa-miR-1258,hsa-miR-1233,hsa-miR-1296"
human,hsa_circ_0007099,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr13:113158345|113181798,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD2"" target=""_blank"">ABHD2</a>",Gastric cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28544609"" target=""_blank"">28544609</a>",N/A
human,hsa_circ_0007374,"<a href=""./circ_detail.php?ID=hsa-AZIN1_000004"">hsa-AZIN1_000004</a>",chr8:103846417|103852051,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=AZIN1"" target=""_blank"">AZIN1</a>",Colorectal cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28134598"" target=""_blank"">28134598</a>","miR-324-5p,miR-640,miR-885-3p,miR-103a-3p"
human,hsa_circ_0007385,"<a href=""./circ_detail.php?ID=hsa-DPY30_000007"">hsa-DPY30_000007</a>",chr2:32142995|32157204,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=MEMO1"" target=""_blank"">MEMO1</a>",Non-small cell lung cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29372377"" target=""_blank"">29372377</a>",N/A
human,hsa_circ_0007386,"<a href=""./circ_detail.php?ID=hsa-CRIM1_000052"">hsa-CRIM1_000052</a>",chr2:36668401|36669878,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CRIM1"" target=""_blank"">CRIM1</a>",Cervical carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28080204"" target=""_blank"">28080204</a>",N/A
human,hsa_circ_0007534,"<a href=""./circ_detail.php?ID=hsa-DDX42_000005"">hsa-DDX42_000005</a>",chr17:61869772|61877977,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX42"" target=""_blank"">DDX42</a>",Breast cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29593432"" target=""_blank"">29593432</a>",N/A
human,hsa_circ_0007534,"<a href=""./circ_detail.php?ID=hsa-DDX42_000005"">hsa-DDX42_000005</a>",chr17:61869772|61877977,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX42"" target=""_blank"">DDX42</a>",Colorectal cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29364478"" target=""_blank"">29364478</a>",N/A
human,hsa_circ_0007534,"<a href=""./circ_detail.php?ID=hsa-DDX42_000005"">hsa-DDX42_000005</a>",chr17:61869772|61877977,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX42"" target=""_blank"">DDX42</a>",Glioblastoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29605301"" target=""_blank"">29605301</a>",N/A
human,hsa_circ_0007534,"<a href=""./circ_detail.php?ID=hsa-DDX42_000005"">hsa-DDX42_000005</a>",chr17:61869772|61877977,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX42"" target=""_blank"">DDX42</a>",Non small cell Lung Cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29605301"" target=""_blank"">29605301</a>",N/A
human,hsa_circ_0007551,"<a href=""./circ_detail.php?ID=hsa-NDST1_000003"">hsa-NDST1_000003</a>",chr5:149921132|149922533,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDST1"" target=""_blank"">NDST1</a>",Breast cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28803498"" target=""_blank"">28803498</a>",N/A
human,hsa_circ_0007707,"<a href=""./circ_detail.php?ID=hsa-LCOR_000016"">hsa-LCOR_000016</a>",chr10:98667022|98667504,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LCOR"" target=""_blank"">LCOR</a>",Gastric cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28544609"" target=""_blank"">28544609</a>",N/A
human,hsa_circ_0007769,"<a href=""./circ_detail.php?ID=hsa-PHACTR2_000002"">hsa-PHACTR2_000002</a>",chr6:144086398|144086935,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PHACTR2"" target=""_blank"">PHACTR2</a>",Breast cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28803498"" target=""_blank"">28803498</a>",N/A
human,hsa_circ_0007788,"<a href=""./circ_detail.php?ID=hsa-NMRAL1_000001"">hsa-NMRAL1_000001</a>",chr16:4516154|4519466,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=NMRAL1"" target=""_blank"">NMRAL1</a>",Postmenopausal Osteoporosis,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27119352"" target=""_blank"">27119352</a>",N/A
human,hsa_circ_0007850,"<a href=""./circ_detail.php?ID=hsa-KIAA0020_000022"">hsa-KIAA0020_000022</a>",chr9:2804257|2812362,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA0020"" target=""_blank"">KIAA0020</a>",Hepatic steatosis,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=N/A"" target=""_blank"">N/A</a>",N/A
human,hsa_circ_0007928,"<a href=""./circ_detail.php?ID=hsa-DCUN1D4_000037"">hsa-DCUN1D4_000037</a>",chr4:52729603|52752804,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DCUN1D4"" target=""_blank"">DCUN1D4</a>",Cervical carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28080204"" target=""_blank"">28080204</a>","hsa-miR-591,hsa-miR-7-5p,hsa-miR-660-5p,hsa-miR-144-5p,hsa-miR-452-3p"
human,hsa_circ_0008068,"<a href=""./circ_detail.php?ID=hsa-KATNAL1_000001"">hsa-KATNAL1_000001</a>",chr13:30801549|30857928,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=KATNAL1"" target=""_blank"">KATNAL1</a>",Oral squamous cell carcinoma,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29991057"" target=""_blank"">29991057</a>",N/A
human,hsa_circ_0008139,"<a href=""./circ_detail.php?ID=hsa-PTPN12_000053"">hsa-PTPN12_000053</a>",chr7:77210744|77212967,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Hypertension,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=N/A"" target=""_blank"">N/A</a>",N/A
human,hsa_circ_0008305,"<a href=""./circ_detail.php?ID=hsa-PTK2_000227"">hsa-PTK2_000227</a>",chr8:141799573|141840625,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2"" target=""_blank"">PTK2</a>",Intervertebral disc degeneration,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28990083"" target=""_blank"">28990083</a>",N/A
human,hsa_circ_0008345,"<a href=""./circ_detail.php?ID=hsa-PTK2_000234"">hsa-PTK2_000234</a>",chr8:141828376|141874498,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2"" target=""_blank"">PTK2</a>",Glioblastoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28236760"" target=""_blank"">28236760</a>",N/A
human,hsa_circ_0008394,"<a href=""./circ_detail.php?ID=hsa-TIMMDC1_000008"">hsa-TIMMDC1_000008</a>",chr3:119222379|119222868,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMMDC1"" target=""_blank"">TIMMDC1</a>",Gastric cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28544609"" target=""_blank"">28544609</a>",N/A
human,hsa_circ_0008450,"<a href=""./circ_detail.php?ID=hsa-CMTM3_000001"">hsa-CMTM3_000001</a>",chr16:66642212|66643906,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CMTM3"" target=""_blank"">CMTM3</a>",Hepatocellular carcinoma,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=30018710"" target=""_blank"">30018710</a>","hsa-miR-138-5p,hsa-miR-30c-1-3p,hsa-miR-892b,hsa-miR-571,hsa-miR-328-3p"
human,hsa_circ_0008494,"<a href=""./circ_detail.php?ID=hsa-ARID1A_000017"">hsa-ARID1A_000017</a>",chr1:27056142|27059283,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID1A"" target=""_blank"">ARID1A</a>",Colorectal cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28656150"" target=""_blank"">28656150</a>",N/A
human,hsa_circ_0008509,"<a href=""./circ_detail.php?ID=hsa-NAV3_000096"">hsa-NAV3_000096</a>",chr12:78334099|78415642,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=NAV3"" target=""_blank"">NAV3</a>",Colorectal cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28656150"" target=""_blank"">28656150</a>",N/A
human,hsa_circ_0008719,"<a href=""./circ_detail.php?ID=hsa-AKT2_000003"">hsa-AKT2_000003</a>",chr19:40761065|40771258,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT2"" target=""_blank"">AKT2</a>",Pancreatic ductal adenocarcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27997903"" target=""_blank"">27997903</a>",N/A
human,hsa_circ_0008732/hsa_circRNA_104738,"<a href=""./circ_detail.php?ID=hsa-BNC2_000036"">hsa-BNC2_000036</a>",chr9:16727795|16738483,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=BNC2"" target=""_blank"">BNC2</a>",Basal cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27097056"" target=""_blank"">27097056</a>",N/A
human,hsa_circ_0008792,"<a href=""./circ_detail.php?ID=hsa-PAPPA_000014"">hsa-PAPPA_000014</a>",chr9:118969735|119033695,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPPA"" target=""_blank"">PAPPA</a>",Oral squamous cell carcinoma,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29991057"" target=""_blank"">29991057</a>",miR-143
human,hsa_circ_0008797,"<a href=""./circ_detail.php?ID=hsa-GSK3B_000010"">hsa-GSK3B_000010</a>",chr3:119582266|119624699,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3B"" target=""_blank"">GSK3B</a>",Pulmonary tuberculosis,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29248507"" target=""_blank"">29248507</a>",N/A
human,hsa_circ_0008832,"<a href=""./circ_detail.php?ID=hsa-FBXO7_000001"">hsa-FBXO7_000001</a>",chr22:32874968|32875262,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO7"" target=""_blank"">FBXO7</a>",Gastric cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28544609"" target=""_blank"">28544609</a>",miR-1271
human,hsa_circ_0008844,"<a href=""./circ_detail.php?ID=hsa-MFSD2A_000001"">hsa-MFSD2A_000001</a>",chr1:40422759|40424497,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=MFSD2A"" target=""_blank"">MFSD2A</a>",Cervical carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28080204"" target=""_blank"">28080204</a>",N/A
human,hsa_circ_0008945,"<a href=""./circ_detail.php?ID=hsa-NIN_000010"">hsa-NIN_000010</a>",chr14:51208300|51211083,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=NIN"" target=""_blank"">NIN</a>",Breast cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28744405"" target=""_blank"">28744405</a>",miR-130a-3p
human,hsa_circ_000984/hsa_circ_0001724,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr7:92462409|92463134,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK6"" target=""_blank"">CDK6</a>",Colorectal cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29207676"" target=""_blank"">29207676</a>",N/A
